week,tv_spend,radio_spend,paid_search_spend,paid_social_spend,display_spend,direct_traffic,out_of_home_spend,sales,region,campaign_type
2023-05-07,7011.534118914684,1499.2438563031096,5480.674804422452,2045.0434166316838,554.650205768432,1433.1687081622342,5980.481664802298,49195.83276967847,West,Performance
2023-05-14,13506.278302237934,1817.2686151135977,4487.904324138881,3490.817045090108,1315.7579565526828,1246.485476336933,2444.148174305925,52673.64998184975,North,Brand
2023-05-21,13784.53279153266,4763.067774361076,4681.614137020584,1449.4222146127497,970.3974377833747,131.4970494164421,1838.1310486699504,54632.14824139432,South,Performance
2023-05-28,10724.96939626861,4210.379394153269,3834.6950950433384,4761.57174014724,376.2403165880499,4533.571741171675,737.5421384927971,49201.13356651046,East,Brand
2023-06-04,6190.285448555336,409.32563762284406,1571.7281931025013,6781.638387799123,1715.368990757306,421.39769096545814,1957.729175040634,49099.25724649232,North,Brand
2023-06-11,7116.248837642433,772.2643316166651,3380.491361884708,3618.0043165224515,1818.1116115100735,1345.5772085240326,833.1435062616574,46578.22302315835,West,Performance
2023-06-18,9243.319064197156,1269.9925373546694,9098.227547590861,1857.7755601952692,970.5287750788939,1171.6624722699933,1312.7138986660284,51517.59607829263,East,Performance
2023-06-25,9849.47808963982,3604.0270685010996,4936.1649134456065,1201.579906679248,2902.778730817429,2547.799487110837,3342.589409118606,47483.597541392926,East,Brand
2023-07-02,11902.222962766984,4262.949895563359,7271.261403716054,973.4677455509967,1620.9720349240822,337.73440784388396,1519.9263550755643,54585.96324927117,South,Brand
2023-07-09,8486.732372863025,3221.8242294249053,7373.172138265652,298.26354161591945,1001.4361488691176,2337.3624086758846,1439.8439521768923,42673.06799656757,West,Performance
2023-07-16,13373.030980465877,972.1671135935139,4312.10610929076,2095.554688415586,527.9358682364602,1923.7682840043722,1762.9582545515789,49823.23240380727,North,Brand
2023-07-23,13307.756107833213,1518.8503069037918,6075.576636461204,2001.3533757515927,1876.260317132021,949.8023763402358,8641.647461331568,53503.01939059465,West,Performance
2023-07-30,16186.120527915893,2838.6394091030484,1680.808323728536,4563.923783876781,2151.9985672653725,2279.1607885406347,664.2192646859817,52805.255920971744,East,Brand
2023-08-06,9424.374726167716,1834.523377713714,8739.616684800647,1532.334400854919,1171.8344165568305,1691.5087548795002,2261.4383556250177,65223.55315741178,West,Performance
2023-08-13,10805.115995821514,1680.178189956552,8394.079951702382,2190.1341626269,1748.1798732002496,5249.822396869512,5636.3873710026755,54109.03491032979,North,Brand
2023-08-20,8782.266967066953,1695.661483932647,5635.61988072561,3088.1104530329753,3756.5247044464963,1432.1594195065015,1758.9269493772888,46584.73219124009,North,Performance
2023-08-27,6225.755936476728,4034.5600162793075,5026.574160975108,3576.390194508852,2649.3999159777336,711.7357582492334,4177.668577937446,51068.187684472585,South,Performance
2023-09-03,21606.317862579825,3005.748210912038,4341.542032230934,4210.185844693287,282.13497048183575,2353.9543160038743,525.5724838954803,43472.3535667458,North,Brand
2023-09-10,15284.35286114732,1753.9571214517891,7682.27820513283,2867.186410055347,993.7514635380306,1294.2987203999198,1559.9249363870797,51638.68499977374,North,Performance
2023-09-17,13188.540071225312,2588.384528186916,6422.102772471804,735.7279715878796,1474.8098674306907,1665.752042360363,915.7328955383066,47568.16934156846,West,Brand
2023-09-24,9280.521153171021,880.7617673309547,563.7498621399271,3356.615300673803,1676.486578835648,517.4827959657456,1744.5940194218965,55629.71043311451,West,Performance
2023-10-01,5968.692593006346,1520.7231342464177,3618.614417494512,1438.893556426774,1771.001318018407,2575.243254872565,1773.19004149449,48458.25000835204,East,Performance
2023-10-08,14212.031136039022,3818.143647381415,2296.07867614439,5746.30502828907,2073.2485562131315,1130.5120483704347,1916.9716630866978,51297.65464567387,South,Performance
2023-10-15,8712.281028022995,677.481992070665,2045.1586718425099,2541.4188854040294,1505.33463646591,2034.0169423252714,3321.3975397551853,48101.751404905284,West,Brand
2023-10-22,11233.49037546752,3026.992372584681,7642.690883315903,2995.798082645756,1618.539936020966,6112.587446961821,135.688017772128,61005.97940036212,North,Performance
2023-10-29,7103.4790508627975,405.62578884951296,4293.062936802557,11680.33563977885,2727.356597224113,1367.6659715488688,1099.6791688265566,50263.91919345809,East,Brand
2023-11-05,10432.21969331147,5205.618763744043,5589.70324466833,4260.999930845891,1898.1332523193018,2823.8456656489493,2150.0419550518686,61219.77583425112,West,Performance
2023-11-12,7309.948822049952,1497.7012915505811,4578.894430438493,3313.1338710152368,720.6440775740616,1443.4839155696984,251.1118605738297,55358.483918205144,South,Brand
2023-11-19,7442.549612804012,2698.3988717000466,2061.318133478744,2241.3519506855882,1708.7408066691032,961.0355839991756,2861.7078483166815,53575.44074078912,South,Brand
2023-11-26,10372.23022131499,2286.06620656322,1704.8877738828257,799.639263194956,1477.3349523731008,4020.589943759975,1081.9532327082554,53262.325802784464,East,Brand
2023-12-03,4370.736963935598,2335.7725050469785,3487.758066632963,2116.680568888256,373.75359579178735,231.73551490873893,1583.5765786659185,52872.93684183383,East,Performance
2023-12-10,4477.427348161658,2561.237515996011,3646.4980220277075,1188.1904371815167,1761.7930397664966,3335.0628377480784,3425.099682378993,41656.60185458933,East,Brand
2023-12-17,6560.691845744051,588.3398062115677,3645.2704469983846,7328.437609514264,789.5416864289027,197.67226691971536,4305.110671473411,50048.91170287108,East,Performance
2023-12-24,8441.175909878524,2364.4268514274518,3701.5462872223,3344.806456100472,2750.238708241287,3104.983821049935,2922.926272081521,55890.664502226005,East,Brand
2023-12-31,13550.865654130812,1901.8921409778795,11105.046221223012,5606.967186118805,2056.123200315435,1685.1611082505374,645.8301793621101,52200.58504366137,North,Brand
